Time;CPU;%usr;%nice;%sys;%iowait;%irq;%soft;%steal;%guest;%gnice;%idle
20:19:28;0;2.04;0.00;1.02;0.00;0.00;1.02;0.00;0.00;0.00;95.92
20:19:28;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
20:19:28;2;2.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00
20:19:28;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:28;4;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:28;5;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;98.00
20:19:28;6;0.99;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;98.02
20:19:28;7;0.99;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;98.02
20:19:29;all;29.06;0.00;2.14;0.00;0.00;0.38;0.00;0.00;0.00;68.43
20:19:29;0;35.64;0.00;1.98;0.00;0.00;0.99;0.00;0.00;0.00;61.39
20:19:29;1;28.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;68.00
20:19:29;2;3.96;0.00;2.97;0.00;0.00;1.98;0.00;0.00;0.00;91.09
20:19:29;3;94.79;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;4.17
20:19:29;4;68.37;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;30.61
20:19:29;5;3.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00
20:19:29;6;1.02;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;97.96
20:19:29;7;0.99;0.00;3.96;0.00;0.00;0.00;0.00;0.00;0.00;95.05
20:19:30;all;38.43;0.00;1.00;0.00;0.00;0.12;0.00;0.00;0.00;60.45
20:19:30;0;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:30;1;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:30;2;0.00;0.00;1.98;0.00;0.00;0.99;0.00;0.00;0.00;97.03
20:19:30;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:30;4;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;99.00
20:19:30;5;1.98;0.00;1.98;0.00;0.00;0.00;0.00;0.00;0.00;96.04
20:19:30;6;1.98;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;97.03
20:19:30;7;4.95;0.00;1.98;0.00;0.00;0.00;0.00;0.00;0.00;93.07
20:19:31;all;38.80;0.00;1.38;0.13;0.00;0.00;0.00;0.00;0.00;59.70
20:19:31;0;94.95;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;4.04
20:19:31;1;77.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.68
20:19:31;2;21.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;78.00
20:19:31;3;72.73;0.00;3.03;0.00;0.00;0.00;0.00;0.00;0.00;24.24
20:19:31;4;3.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00
20:19:31;5;20.79;0.00;0.00;0.99;0.00;0.00;0.00;0.00;0.00;78.22
20:19:31;6;20.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;79.00
20:19:31;7;3.88;0.00;3.88;0.00;0.00;0.00;0.00;0.00;0.00;92.23
20:19:32;all;50.68;0.00;0.25;0.00;0.00;0.12;0.00;0.00;0.00;48.94
20:19:32;0;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:32;1;0.99;0.00;0.00;0.00;0.00;0.99;0.00;0.00;0.00;98.02
20:19:32;2;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:32;3;0.99;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;98.02
20:19:32;4;1.96;0.00;0.98;0.00;0.00;0.00;0.00;0.00;0.00;97.06
20:19:32;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:32;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:32;7;2.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.98
20:19:33;all;48.25;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;50.75
20:19:33;0;92.93;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;6.06
20:19:33;1;0.99;0.00;2.97;0.00;0.00;0.00;0.00;0.00;0.00;96.04
20:19:33;2;98.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01
20:19:33;3;2.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00
20:19:33;4;3.03;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;95.96
20:19:33;5;91.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00
20:19:33;6;95.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.04
20:19:33;7;2.97;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;96.04
20:19:34;all;63.67;0.00;0.62;0.00;0.00;0.00;0.00;0.00;0.00;35.71
20:19:34;0;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:34;1;6.06;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;92.93
20:19:34;2;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:34;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:34;4;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:34;5;2.97;0.00;1.98;0.00;0.00;0.00;0.00;0.00;0.00;95.05
20:19:34;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:34;7;0.99;0.00;1.98;0.00;0.00;0.00;0.00;0.00;0.00;97.03
20:19:35;all;63.01;0.00;0.75;0.00;0.00;0.12;0.00;0.00;0.00;36.11
20:19:35;0;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:35;1;0.99;0.00;1.98;0.00;0.00;0.99;0.00;0.00;0.00;96.04
20:19:35;2;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:35;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:35;4;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:35;5;2.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;96.00
20:19:35;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:35;7;0.00;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;97.98
20:19:36;all;64.04;0.00;1.78;0.00;0.00;0.00;0.00;0.00;0.00;34.18
20:19:36;0;33.66;0.00;2.97;0.00;0.00;0.00;0.00;0.00;0.00;63.37
20:19:36;1;15.69;0.00;2.94;0.00;0.00;0.00;0.00;0.00;0.00;81.37
20:19:36;2;92.78;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;6.19
20:19:36;3;95.88;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;3.09
20:19:36;4;70.71;0.00;4.04;0.00;0.00;0.00;0.00;0.00;0.00;25.25
20:19:36;5;60.20;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;38.78
20:19:36;6;87.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.50
20:19:36;7;59.79;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;39.18
20:19:37;all;75.94;0.00;1.62;0.00;0.00;0.12;0.00;0.00;0.00;22.32
20:19:37;0;5.94;0.00;5.94;0.00;0.00;0.00;0.00;0.00;0.00;88.12
20:19:37;1;7.77;0.00;4.85;0.00;0.00;0.00;0.00;0.00;0.00;87.38
20:19:37;2;99.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
20:19:37;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:37;4;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:37;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:37;6;98.02;0.00;1.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:37;7;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:38;all;71.30;0.00;1.26;0.13;0.00;0.13;0.00;0.00;0.00;27.18
20:19:38;0;32.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;66.00
20:19:38;1;12.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;85.00
20:19:38;2;84.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;14.00
20:19:38;3;96.97;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;2.02
20:19:38;4;78.57;0.00;1.02;0.00;0.00;1.02;0.00;0.00;0.00;19.39
20:19:38;5;87.63;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;11.34
20:19:38;6;90.82;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;8.16
20:19:38;7;89.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.10
20:19:39;all;87.67;0.00;1.14;0.00;0.00;0.25;0.00;0.00;0.00;10.93
20:19:39;0;97.94;0.00;2.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:39;1;72.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;27.00
20:19:39;2;64.65;0.00;3.03;0.00;0.00;2.02;0.00;0.00;0.00;30.30
20:19:39;3;97.96;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;1.02
20:19:39;4;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:39;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:39;6;69.70;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;28.28
20:19:39;7;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:40;all;83.84;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;15.53
20:19:40;0;94.95;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;4.04
20:19:40;1;49.49;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;49.49
20:19:40;2;54.55;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;43.43
20:19:40;3;90.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.09
20:19:40;4;92.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.14
20:19:40;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:40;6;94.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00
20:19:40;7;93.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.12
20:19:41;all;76.07;0.00;1.56;0.00;0.00;0.00;0.00;0.00;0.00;22.37
20:19:41;0;71.88;0.00;2.08;0.00;0.00;0.00;0.00;0.00;0.00;26.04
20:19:41;1;96.91;0.00;2.06;0.00;0.00;0.00;0.00;0.00;0.00;1.03
20:19:41;2;70.71;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;27.27
20:19:41;3;72.16;0.00;2.06;0.00;0.00;0.00;0.00;0.00;0.00;25.77
20:19:41;4;73.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.04
20:19:41;5;76.60;0.00;2.13;0.00;0.00;0.00;0.00;0.00;0.00;21.28
20:19:41;6;73.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.60
20:19:41;7;72.92;0.00;2.08;0.00;0.00;0.00;0.00;0.00;0.00;25.00
20:19:42;all;99.08;0.00;0.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;0;97.85;0.00;2.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;1;98.94;0.00;1.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;2;96.88;0.00;3.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;4;98.95;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:42;7;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:43;all;85.88;0.00;1.89;0.00;0.00;0.13;0.00;0.00;0.00;12.11
20:19:43;0;87.76;0.00;3.06;0.00;0.00;0.00;0.00;0.00;0.00;9.18
20:19:43;1;97.03;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;1.98
20:19:43;2;93.07;0.00;1.98;0.00;0.00;0.00;0.00;0.00;0.00;4.95
20:19:43;3;96.94;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;2.04
20:19:43;4;88.78;0.00;2.04;0.00;0.00;0.00;0.00;0.00;0.00;9.18
20:19:43;5;52.53;0.00;4.04;0.00;0.00;0.00;0.00;0.00;0.00;43.43
20:19:43;6;91.92;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;6.06
20:19:43;7;78.79;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;20.20
20:19:44;all;99.08;0.00;0.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;0;97.85;0.00;2.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;1;98.95;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;2;98.95;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;4;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;5;97.92;0.00;2.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:44;7;98.95;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;all;99.09;0.00;0.78;0.00;0.00;0.13;0.00;0.00;0.00;0.00
20:19:45;0;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;1;97.92;0.00;2.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;2;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;4;96.91;0.00;3.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:45;7;97.94;0.00;1.03;0.00;0.00;1.03;0.00;0.00;0.00;0.00
20:19:46;all;80.31;0.00;1.53;0.00;0.00;0.00;0.00;0.00;0.00;18.16
20:19:46;0;82.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.53
20:19:46;1;95.96;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;3.03
20:19:46;2;52.04;0.00;2.04;0.00;0.00;0.00;0.00;0.00;0.00;45.92
20:19:46;3;86.60;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;12.37
20:19:46;4;83.67;0.00;2.04;0.00;0.00;0.00;0.00;0.00;0.00;14.29
20:19:46;5;49.48;0.00;2.06;0.00;0.00;0.00;0.00;0.00;0.00;48.45
20:19:46;6;94.85;0.00;2.06;0.00;0.00;0.00;0.00;0.00;0.00;3.09
20:19:46;7;96.97;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;1.01
20:19:47;all;99.34;0.00;0.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;0;98.96;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;1;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;2;98.94;0.00;1.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;3;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;4;98.95;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;5;97.87;0.00;2.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;6;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:47;7;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;all;98.97;0.00;0.91;0.00;0.00;0.13;0.00;0.00;0.00;0.00
20:19:48;0;97.94;0.00;1.03;0.00;0.00;1.03;0.00;0.00;0.00;0.00
20:19:48;1;98.97;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;2;98.96;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;3;98.97;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;4;97.96;0.00;2.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;5;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;6;98.95;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:48;7;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20:19:49;all;85.83;0.00;1.56;0.00;0.00;0.00;0.00;0.00;0.00;12.61
20:19:49;0;81.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.56
20:19:49;1;84.54;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;14.43
20:19:49;2;87.63;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;11.34
20:19:49;3;89.47;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;9.47
20:19:49;4;86.32;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;12.63
20:19:49;5;96.88;0.00;2.08;0.00;0.00;0.00;0.00;0.00;0.00;1.04
20:19:49;6;84.54;0.00;2.06;0.00;0.00;0.00;0.00;0.00;0.00;13.40
20:19:49;7;75.79;0.00;4.21;0.00;0.00;0.00;0.00;0.00;0.00;20.00
20:19:50;all;99.21;0.00;0.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00
